"",Статус,Населений пункт,Потребуючі,Що передаємо,К-сть осіб,Набір звичайний,Набір сімейний,дорослі щітки,доросла паста,шампунь,мило,жіночі прокладки,підгузки дитячі,підгузки дорослі
351,відправлено,смт Новопокровка Харківська обл,"2 набори: сім'я з дитиною 7р, втратили роботу - 3 чол + сусідка бабуся неходяча 1940 р.н.","предмети особистої гігієни, продукти харчування
",4,2,"",3+1,1+1,1+0,1+1,1,"",""
352,відправлено,Умань,ВПО з Херсону,"предмети особистої гігієни, продукти харчування
",1,1,"",1,1,1,1,1,"",""
353,відправлено,Миколаїв,одинока мама з дитиною 10р і два пенсіонери,"предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,1,1,"",""
354,відправлено,Хорол Полтавська обл,ВПО із Бахмуту: сім'я і дитина 9р,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
355,відправлено,Харків,двоє пенсіонерів і жінка,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,"","",""
356,відправлено,смт Краснокутськ Харківська обл,"два пенсіонери, жінка з інвалідністю і мама з дитиною 5р","предмети особистої гігієни, продукти харчування
",5,"",1,5,1,1,2,1,"",""
357,відправлено,смт Билбасівка Донецька обл,жінка з донькою,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,2,"",""
358,відправлено,смт Іванків Київська обл,"жінка з донькою З Київщини, будинок постраждав весною","предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,1,"",""
359,відправлено,Нові Санжари Полтавська обл,ВПО з Харкова: мама і донька 2р.,"предмети особистої гігієни, продукти харчування
",2,1,"",1,1,1,1,1,розмір 6 - 1 шт,""
360,відправлено,Виноградів Закарпатська обл,ВПО з Донецької обл: жінка і дві пенсіонерки,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
361,відправлено,Павлоград ,ВПО із Запоріжжя: сім'я з дітьми 7р і 2м,"предмети особистої гігієни, продукти харчування
",4,"",1,3,1,1,1,1,розмір 3 - 1 шт,""
362,відправлено,с. Микильське Кіровоградська обл,ВПО з Харкова: сім'я з дитиною 15р,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,2,"",""
363,відправлено,с. Софіївка Дніпропетровська обл,самотній пенсіонер,"предмети особистої гігієни, продукти харчування
",1,1,"",1,1,1,1,"","",""
